project,family,name,category,meaning,formula,parameters,direction,score,source_file,notes
LumenAlpha,SignalGenerator,KDJ金叉,长线,KDJ在超卖区域金叉，强烈买入信号,Valid(K[t]) AND Valid(D[t]) AND K[t] > D[t] AND K[t-1] <= D[t-1] AND K[t] < 30 AND D[t] < 30,t=最新交易日；t-1=前一交易日；Valid=非空检查,bullish,2.5,LumenAlpha/stock_analyzer_project/indicators.py,
LumenAlpha,SignalGenerator,KDJ金叉,长线,K上穿D，趋势转多,Valid(K[t]) AND Valid(D[t]) AND K[t] > D[t] AND K[t-1] <= D[t-1] AND NOT (K[t] < 30 AND D[t] < 30),t=最新交易日；t-1=前一交易日；Valid=非空检查,bullish,1.5,LumenAlpha/stock_analyzer_project/indicators.py,
LumenAlpha,SignalGenerator,VWAP上方,长线,价格在VWAP上方，机构资金流入,Valid(VWAP[t]) AND Close[t] > VWAP[t],t=最新交易日；t-1=前一交易日；Valid=非空检查,bullish,1.5,LumenAlpha/stock_analyzer_project/indicators.py,
LumenAlpha,SignalGenerator,VWAP下方,长线,价格在VWAP下方，机构资金流出,Valid(VWAP[t]) AND NOT (Close[t] > VWAP[t]),t=最新交易日；t-1=前一交易日；Valid=非空检查,bearish,-1.0,LumenAlpha/stock_analyzer_project/indicators.py,
LumenAlpha,SignalGenerator,价格站上EMA200,长线,价格在200日均线上，多头趋势,Valid(EMA200[t]) AND Close[t] > EMA200[t],t=最新交易日；t-1=前一交易日；Valid=非空检查,bullish,1.5,LumenAlpha/stock_analyzer_project/indicators.py,
LumenAlpha,SignalGenerator,价格跌破EMA200,长线,价格在200日均线下方，空头趋势,Valid(EMA200[t]) AND NOT (Close[t] > EMA200[t]),t=最新交易日；t-1=前一交易日；Valid=非空检查,bearish,-1.5,LumenAlpha/stock_analyzer_project/indicators.py,
LumenAlpha,SignalGenerator,斐波那契底部,长线,价格进入斐波那契支撑区域,Valid(FIB_Low[t]) AND Valid(FIB_High[t]) AND FIB_0382[t] AND Close[t] < FIB_0382[t],t=最新交易日；t-1=前一交易日；Valid=非空检查,bullish,2.0,LumenAlpha/stock_analyzer_project/indicators.py,
LumenAlpha,SignalGenerator,斐波那契顶部,长线,价格进入斐波那契压力区域,Valid(FIB_Low[t]) AND Valid(FIB_High[t]) AND NOT (FIB_0382[t] AND Close[t] < FIB_0382[t]) AND FIB_0618[t] AND Close[t] > FIB_0618[t],t=最新交易日；t-1=前一交易日；Valid=非空检查,bearish,-1.5,LumenAlpha/stock_analyzer_project/indicators.py,
qlib,Alpha158,KSFT,K线偏移,2*close-high-low，相对开盘归一，衡量收盘在高低区间中的偏向。,(2*$close-$high-$low)/$open,,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,KSFT2,K线偏移,2*close-high-low，相对开盘归一，衡量收盘在高低区间中的偏向。,(2*$close-$high-$low)/($high-$low+1e-12),window=2,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,KMID,K线实体收益,($close-$open)/$open，收盘相对开盘的实体强弱。,($close-$open)/$open,,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,KMID2,K线实体收益,($close-$open)/$open，收盘相对开盘的实体强弱。,($close-$open)/($high-$low+1e-12),window=2,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,KLEN,K线振幅,($high-$low)/$open，日内高低波动幅度。,($high-$low)/$open,,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLU10,上分位价格,"Quantile($close,N,0.8)/$close，N日80%分位价。","Quantile($close, 10, 0.8)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLU20,上分位价格,"Quantile($close,N,0.8)/$close，N日80%分位价。","Quantile($close, 20, 0.8)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLU30,上分位价格,"Quantile($close,N,0.8)/$close，N日80%分位价。","Quantile($close, 30, 0.8)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLU5,上分位价格,"Quantile($close,N,0.8)/$close，N日80%分位价。","Quantile($close, 5, 0.8)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLU60,上分位价格,"Quantile($close,N,0.8)/$close，N日80%分位价。","Quantile($close, 60, 0.8)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,KUP,上影线收益,高点到实体上沿的距离，相对开盘归一。,"($high-Greater($open, $close))/$open",,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,KUP2,上影线收益,高点到实体上沿的距离，相对开盘归一。,"($high-Greater($open, $close))/($high-$low+1e-12)",window=2,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTP10,上涨天数占比,"Mean(close>Ref(close,1),N)，N日上涨日比例。","Mean($close>Ref($close, 1), 10)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTP20,上涨天数占比,"Mean(close>Ref(close,1),N)，N日上涨日比例。","Mean($close>Ref($close, 1), 20)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTP30,上涨天数占比,"Mean(close>Ref(close,1),N)，N日上涨日比例。","Mean($close>Ref($close, 1), 30)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTP5,上涨天数占比,"Mean(close>Ref(close,1),N)，N日上涨日比例。","Mean($close>Ref($close, 1), 5)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTP60,上涨天数占比,"Mean(close>Ref(close,1),N)，N日上涨日比例。","Mean($close>Ref($close, 1), 60)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMP10,上涨幅度占比,上涨幅度总和 / 绝对涨跌幅总和，类似 RSI。,"Sum(Greater($close-Ref($close, 1), 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMP20,上涨幅度占比,上涨幅度总和 / 绝对涨跌幅总和，类似 RSI。,"Sum(Greater($close-Ref($close, 1), 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMP30,上涨幅度占比,上涨幅度总和 / 绝对涨跌幅总和，类似 RSI。,"Sum(Greater($close-Ref($close, 1), 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMP5,上涨幅度占比,上涨幅度总和 / 绝对涨跌幅总和，类似 RSI。,"Sum(Greater($close-Ref($close, 1), 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMP60,上涨幅度占比,上涨幅度总和 / 绝对涨跌幅总和，类似 RSI。,"Sum(Greater($close-Ref($close, 1), 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLD10,下分位价格,"Quantile($close,N,0.2)/$close，N日20%分位价。","Quantile($close, 10, 0.2)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLD20,下分位价格,"Quantile($close,N,0.2)/$close，N日20%分位价。","Quantile($close, 20, 0.2)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLD30,下分位价格,"Quantile($close,N,0.2)/$close，N日20%分位价。","Quantile($close, 30, 0.2)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLD5,下分位价格,"Quantile($close,N,0.2)/$close，N日20%分位价。","Quantile($close, 5, 0.2)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,QTLD60,下分位价格,"Quantile($close,N,0.2)/$close，N日20%分位价。","Quantile($close, 60, 0.2)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,KLOW,下影线收益,实体下沿到低点的距离，相对开盘归一。,"(Less($open, $close)-$low)/$open",,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,KLOW2,下影线收益,实体下沿到低点的距离，相对开盘归一。,"(Less($open, $close)-$low)/($high-$low+1e-12)",window=2,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTN10,下跌天数占比,"Mean(close<Ref(close,1),N)，N日下跌日比例。","Mean($close<Ref($close, 1), 10)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTN20,下跌天数占比,"Mean(close<Ref(close,1),N)，N日下跌日比例。","Mean($close<Ref($close, 1), 20)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTN30,下跌天数占比,"Mean(close<Ref(close,1),N)，N日下跌日比例。","Mean($close<Ref($close, 1), 30)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTN5,下跌天数占比,"Mean(close<Ref(close,1),N)，N日下跌日比例。","Mean($close<Ref($close, 1), 5)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTN60,下跌天数占比,"Mean(close<Ref(close,1),N)，N日下跌日比例。","Mean($close<Ref($close, 1), 60)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMN10,下跌幅度占比,下跌幅度总和 / 绝对涨跌幅总和。,"Sum(Greater(Ref($close, 1)-$close, 0), 10)/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMN20,下跌幅度占比,下跌幅度总和 / 绝对涨跌幅总和。,"Sum(Greater(Ref($close, 1)-$close, 0), 20)/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMN30,下跌幅度占比,下跌幅度总和 / 绝对涨跌幅总和。,"Sum(Greater(Ref($close, 1)-$close, 0), 30)/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMN5,下跌幅度占比,下跌幅度总和 / 绝对涨跌幅总和。,"Sum(Greater(Ref($close, 1)-$close, 0), 5)/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMN60,下跌幅度占比,下跌幅度总和 / 绝对涨跌幅总和。,"Sum(Greater(Ref($close, 1)-$close, 0), 60)/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,ROC10,价格变化率,"Ref($close,N)/$close，N日前收盘价相对当前收盘价。","Ref($close, 10)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,ROC20,价格变化率,"Ref($close,N)/$close，N日前收盘价相对当前收盘价。","Ref($close, 20)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,ROC30,价格变化率,"Ref($close,N)/$close，N日前收盘价相对当前收盘价。","Ref($close, 30)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,ROC5,价格变化率,"Ref($close,N)/$close，N日前收盘价相对当前收盘价。","Ref($close, 5)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,ROC60,价格变化率,"Ref($close,N)/$close，N日前收盘价相对当前收盘价。","Ref($close, 60)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,STD10,价格波动率,"Std($close,N)/$close，N日收盘价标准差相对当前收盘价。","Std($close, 10)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,STD20,价格波动率,"Std($close,N)/$close，N日收盘价标准差相对当前收盘价。","Std($close, 20)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,STD30,价格波动率,"Std($close,N)/$close，N日收盘价标准差相对当前收盘价。","Std($close, 30)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,STD5,价格波动率,"Std($close,N)/$close，N日收盘价标准差相对当前收盘价。","Std($close, 5)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,STD60,价格波动率,"Std($close,N)/$close，N日收盘价标准差相对当前收盘价。","Std($close, 60)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORR10,价量相关,"Corr($close,Log($volume+1),N)，价格与成交量相关性。","Corr($close, Log($volume+1), 10)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORR20,价量相关,"Corr($close,Log($volume+1),N)，价格与成交量相关性。","Corr($close, Log($volume+1), 20)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORR30,价量相关,"Corr($close,Log($volume+1),N)，价格与成交量相关性。","Corr($close, Log($volume+1), 30)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORR5,价量相关,"Corr($close,Log($volume+1),N)，价格与成交量相关性。","Corr($close, Log($volume+1), 5)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORR60,价量相关,"Corr($close,Log($volume+1),N)，价格与成交量相关性。","Corr($close, Log($volume+1), 60)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RANK10,区间价格位置,"Rank($close,N)，当前收盘价在 N 日窗口内的百分位。","Rank($close, 10)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RANK20,区间价格位置,"Rank($close,N)，当前收盘价在 N 日窗口内的百分位。","Rank($close, 20)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RANK30,区间价格位置,"Rank($close,N)，当前收盘价在 N 日窗口内的百分位。","Rank($close, 30)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RANK5,区间价格位置,"Rank($close,N)，当前收盘价在 N 日窗口内的百分位。","Rank($close, 5)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RANK60,区间价格位置,"Rank($close,N)，当前收盘价在 N 日窗口内的百分位。","Rank($close, 60)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MIN10,区间低点,"Min($low,N)/$close，N日最低价相对当前收盘价。","Min($low, 10)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MIN20,区间低点,"Min($low,N)/$close，N日最低价相对当前收盘价。","Min($low, 20)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MIN30,区间低点,"Min($low,N)/$close，N日最低价相对当前收盘价。","Min($low, 30)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MIN5,区间低点,"Min($low,N)/$close，N日最低价相对当前收盘价。","Min($low, 5)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MIN60,区间低点,"Min($low,N)/$close，N日最低价相对当前收盘价。","Min($low, 60)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MAX10,区间高点,"Max($high,N)/$close，N日最高价相对当前收盘价。","Max($high, 10)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MAX20,区间高点,"Max($high,N)/$close，N日最高价相对当前收盘价。","Max($high, 20)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MAX30,区间高点,"Max($high,N)/$close，N日最高价相对当前收盘价。","Max($high, 30)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MAX5,区间高点,"Max($high,N)/$close，N日最高价相对当前收盘价。","Max($high, 5)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MAX60,区间高点,"Max($high,N)/$close，N日最高价相对当前收盘价。","Max($high, 60)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VWAP0,均价归一,"Ref($vwap,N)/$close，N日前成交均价相对当前收盘价。",$vwap/$close,window=0,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MA10,均线偏离,"Mean($close,N)/$close，N日均价相对当前收盘价。","Mean($close, 10)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MA20,均线偏离,"Mean($close,N)/$close，N日均价相对当前收盘价。","Mean($close, 20)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MA30,均线偏离,"Mean($close,N)/$close，N日均价相对当前收盘价。","Mean($close, 30)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MA5,均线偏离,"Mean($close,N)/$close，N日均价相对当前收盘价。","Mean($close, 5)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,MA60,均线偏离,"Mean($close,N)/$close，N日均价相对当前收盘价。","Mean($close, 60)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,OPEN0,开盘价归一,"Ref($open,N)/$close，N日前开盘价相对当前收盘价。",$open/$close,window=0,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VMA10,成交量均线比,"Mean($volume,N)/$volume，N日均量相对当前量。","Mean($volume, 10)/($volume+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VMA20,成交量均线比,"Mean($volume,N)/$volume，N日均量相对当前量。","Mean($volume, 20)/($volume+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VMA30,成交量均线比,"Mean($volume,N)/$volume，N日均量相对当前量。","Mean($volume, 30)/($volume+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VMA5,成交量均线比,"Mean($volume,N)/$volume，N日均量相对当前量。","Mean($volume, 5)/($volume+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VMA60,成交量均线比,"Mean($volume,N)/$volume，N日均量相对当前量。","Mean($volume, 60)/($volume+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSTD10,成交量波动,"Std($volume,N)/$volume，N日成交量标准差归一。","Std($volume, 10)/($volume+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSTD20,成交量波动,"Std($volume,N)/$volume，N日成交量标准差归一。","Std($volume, 20)/($volume+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSTD30,成交量波动,"Std($volume,N)/$volume，N日成交量标准差归一。","Std($volume, 30)/($volume+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSTD5,成交量波动,"Std($volume,N)/$volume，N日成交量标准差归一。","Std($volume, 5)/($volume+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSTD60,成交量波动,"Std($volume,N)/$volume，N日成交量标准差归一。","Std($volume, 60)/($volume+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMP10,放量占比,成交量增加总和 / 成交量绝对变化总和。,"Sum(Greater($volume-Ref($volume, 1), 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMP20,放量占比,成交量增加总和 / 成交量绝对变化总和。,"Sum(Greater($volume-Ref($volume, 1), 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMP30,放量占比,成交量增加总和 / 成交量绝对变化总和。,"Sum(Greater($volume-Ref($volume, 1), 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMP5,放量占比,成交量增加总和 / 成交量绝对变化总和。,"Sum(Greater($volume-Ref($volume, 1), 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMP60,放量占比,成交量增加总和 / 成交量绝对变化总和。,"Sum(Greater($volume-Ref($volume, 1), 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,LOW0,最低价归一,"Ref($low,N)/$close，N日前最低价相对当前收盘价。",$low/$close,window=0,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,HIGH0,最高价归一,"Ref($high,N)/$close，N日前最高价相对当前收盘价。",$high/$close,window=0,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORD10,涨跌与量变相关,"Corr(close/Ref(close,1),Log(volume/Ref(volume,1)+1),N)。","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 10)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORD20,涨跌与量变相关,"Corr(close/Ref(close,1),Log(volume/Ref(volume,1)+1),N)。","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 20)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORD30,涨跌与量变相关,"Corr(close/Ref(close,1),Log(volume/Ref(volume,1)+1),N)。","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 30)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORD5,涨跌与量变相关,"Corr(close/Ref(close,1),Log(volume/Ref(volume,1)+1),N)。","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 5)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CORD60,涨跌与量变相关,"Corr(close/Ref(close,1),Log(volume/Ref(volume,1)+1),N)。","Corr($close/Ref($close,1), Log($volume/Ref($volume, 1)+1), 60)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTD10,涨跌天数差,上涨天数占比 - 下跌天数占比。,"Mean($close>Ref($close, 1), 10)-Mean($close<Ref($close, 1), 10)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTD20,涨跌天数差,上涨天数占比 - 下跌天数占比。,"Mean($close>Ref($close, 1), 20)-Mean($close<Ref($close, 1), 20)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTD30,涨跌天数差,上涨天数占比 - 下跌天数占比。,"Mean($close>Ref($close, 1), 30)-Mean($close<Ref($close, 1), 30)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTD5,涨跌天数差,上涨天数占比 - 下跌天数占比。,"Mean($close>Ref($close, 1), 5)-Mean($close<Ref($close, 1), 5)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,CNTD60,涨跌天数差,上涨天数占比 - 下跌天数占比。,"Mean($close>Ref($close, 1), 60)-Mean($close<Ref($close, 1), 60)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMD10,涨跌幅度差,(上涨幅度总和-下跌幅度总和)/绝对涨跌幅总和。,"(Sum(Greater($close-Ref($close, 1), 0), 10)-Sum(Greater(Ref($close, 1)-$close, 0), 10))/(Sum(Abs($close-Ref($close, 1)), 10)+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMD20,涨跌幅度差,(上涨幅度总和-下跌幅度总和)/绝对涨跌幅总和。,"(Sum(Greater($close-Ref($close, 1), 0), 20)-Sum(Greater(Ref($close, 1)-$close, 0), 20))/(Sum(Abs($close-Ref($close, 1)), 20)+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMD30,涨跌幅度差,(上涨幅度总和-下跌幅度总和)/绝对涨跌幅总和。,"(Sum(Greater($close-Ref($close, 1), 0), 30)-Sum(Greater(Ref($close, 1)-$close, 0), 30))/(Sum(Abs($close-Ref($close, 1)), 30)+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMD5,涨跌幅度差,(上涨幅度总和-下跌幅度总和)/绝对涨跌幅总和。,"(Sum(Greater($close-Ref($close, 1), 0), 5)-Sum(Greater(Ref($close, 1)-$close, 0), 5))/(Sum(Abs($close-Ref($close, 1)), 5)+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,SUMD60,涨跌幅度差,(上涨幅度总和-下跌幅度总和)/绝对涨跌幅总和。,"(Sum(Greater($close-Ref($close, 1), 0), 60)-Sum(Greater(Ref($close, 1)-$close, 0), 60))/(Sum(Abs($close-Ref($close, 1)), 60)+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,BETA10,线性趋势斜率,"Slope($close,N)/$close，N日线性回归斜率归一。","Slope($close, 10)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,BETA20,线性趋势斜率,"Slope($close,N)/$close，N日线性回归斜率归一。","Slope($close, 20)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,BETA30,线性趋势斜率,"Slope($close,N)/$close，N日线性回归斜率归一。","Slope($close, 30)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,BETA5,线性趋势斜率,"Slope($close,N)/$close，N日线性回归斜率归一。","Slope($close, 5)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,BETA60,线性趋势斜率,"Slope($close,N)/$close，N日线性回归斜率归一。","Slope($close, 60)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMN10,缩量占比,成交量减少总和 / 成交量绝对变化总和。,"Sum(Greater(Ref($volume, 1)-$volume, 0), 10)/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMN20,缩量占比,成交量减少总和 / 成交量绝对变化总和。,"Sum(Greater(Ref($volume, 1)-$volume, 0), 20)/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMN30,缩量占比,成交量减少总和 / 成交量绝对变化总和。,"Sum(Greater(Ref($volume, 1)-$volume, 0), 30)/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMN5,缩量占比,成交量减少总和 / 成交量绝对变化总和。,"Sum(Greater(Ref($volume, 1)-$volume, 0), 5)/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
